348,66397,9
348,162468,1
349,20309,5
349,38308,10
349,224181,6
350,53754,2
351,69156,10
351,226680,8
352,30587,2
353,74358,10
353,82152,4
355,117514,9
355,234053,7
356,108418,2
357,219118,8
358,184777,4
359,70856,7
360,81360,2
362,155973,8
363,138131,10
364,6305,7
365,31108,3
365,39867,5
367,53993,8
367,104125,8
368,179553,7
369,70215,3
375,672,7
378,118237,8
378,210317,4
378,243337,9
379,15348,1
382,90423,1
382,165697,7
382,184985,7
383,90023,6
384,23486,4
384,237660,5
385,150529,3
386,48198,10
387,236957,9
391,45584,8
391,149894,5
392,44858,10
392,225126,7
393,31571,9
393,202101,4
394,136862,4
394,248301,2
395,19826,6
397,178286,4
398,51337,2
399,1994,9
399,196246,1
400,36619,5
400,62303,5
400,163164,3
400,176485,10
401,36326,2
402,12645,9
404,189291,5
405,152624,8
406,9342,10
406,133168,7
407,126949,8
408,157362,5
411,11320,5
411,85797,8
411,218248,10
412,181453,5
414,125186,1
415,11254,9
418,100412,2
419,97629,1
421,206622,5
424,157736,6
425,102370,4
429,31391,7
429,40388,1
429,178941,2
431,26228,8
433,40068,4
433,95513,5
433,128305,2
434,63192,5
437,79517,5
439,205241,6
440,85523,7
440,247703,3
441,130005,2
445,33113,9
448,169123,6
449,171575,10
451,123287,9
458,205643,1
460,116294,5
460,248211,7
462,229842,10
463,98780,9
463,200281,7
464,126027,8
465,73569,7
465,212354,9
468,140025,8
469,104007,1
472,9264,6
472,171147,2
472,177445,10
472,246992,6
473,65673,5
473,182725,5
475,27236,4
477,234563,8
480,21285,10
482,226954,10
483,129358,7
484,132827,2
484,212759,9
485,206736,3
485,227784,8
488,36735,7
489,54679,3
492,112357,9
495,58305,8
497,46982,7
497,47197,4
497,242231,5
498,36162,5
499,233348,2
503,187080,8
504,220652,2
505,228658,2
507,15961,2
509,161561,7
510,155956,10
510,242585,7
510,244757,9
511,43125,6
514,142065,10
514,239298,6
515,159891,3
515,166761,5
518,74069,7
518,114705,9
518,120006,1
518,148237,1
519,147864,1
520,156354,10
521,12200,9
522,115959,8
522,128079,5
525,49010,8
525,217496,2
525,244017,9
525,246841,3
526,144716,6
530,53885,8
530,60006,8
530,162828,9
531,145359,7
532,157913,5
533,215456,1
534,62843,5
535,15748,4
535,97992,8
535,153990,9
535,206754,2
535,223517,3
536,146391,3
536,216405,7
537,143518,9
540,71142,3
541,25811,5
542,10095,10
543,35204,1
543,192914,5
544,105985,1
544,235929,1
546,224790,7
547,4693,6
548,56073,8
548,228341,2
550,217707,4
551,64799,2
552,53976,10
556,175997,9
557,77220,1
557,229183,10
557,230866,4
557,242081,6
558,114132,3
559,130305,6
560,213918,6
561,236329,8
563,66910,7
563,247453,7
565,217378,1
567,21483,10
567,200397,2
567,223685,6
568,77210,1
570,42181,5
571,82013,8
572,67384,5
573,222011,4
574,182466,2
575,110009,1
576,189954,9
577,5547,4
577,88376,6
578,132207,4
578,204690,10
580,3321,8
581,2914,10
581,60426,9
582,90322,9
583,116661,9
583,197490,9
585,2828,5
585,71284,9
585,126217,9
585,218613,9
586,213953,1
588,198539,7
589,246365,10
591,52065,6
591,182730,4
593,122704,6
593,153791,6
594,93689,1
594,241499,9
597,217556,10
598,198006,6
601,22070,4
601,152099,10
602,6817,7
604,23334,3
605,111428,5
605,226093,2
606,114266,4
606,229021,2
606,245592,1
607,12656,7
607,49027,8
609,25451,6
612,222466,1
614,177253,8
615,98542,9
615,119589,1
615,185205,7
615,244224,10
616,148511,1
616,226859,2
616,245322,10
617,41447,1
618,76634,3
618,172505,8
618,223157,1
620,197507,6
623,231672,4
624,38641,5
624,154280,7
625,195705,5
626,184780,1
626,249146,10
627,196750,5
628,66866,7
628,79157,8
628,199747,5
629,163043,7
630,74852,5
630,98118,9
630,197335,7
633,209284,2
633,228791,3
634,4849,8
634,172492,3
635,207314,4
636,179707,6
636,187935,1
639,84558,9
639,89936,9
639,249587,2
640,216501,6
641,138039,3
642,88108,6
644,167246,10
645,176687,2
646,1733,4
646,83129,9
647,11099,3
649,10446,9
649,221406,2
650,29867,5
651,87420,7
651,114141,1
652,40494,2
654,41175,4
655,92083,4
657,4055,9
658,93538,7
659,131320,4
661,135695,1
661,209063,1
661,247742,4
662,185813,3
662,246176,10
663,244319,7
664,160686,3
664,175038,3
664,183558,3
665,11656,5
665,119899,9
665,199437,9
669,37825,1
669,198542,4
670,74724,6
671,111596,6
671,142332,2
671,165799,6
674,226861,4
675,54993,7
675,101604,4
675,170965,3
675,209541,1
676,102602,9
676,139791,7
676,186010,7
677,78892,1
677,168495,5
677,228659,2
677,233145,7
679,146934,10
679,223102,2
682,25026,10
683,154992,1
685,93256,10
688,73143,6
688,105377,10
688,190757,6
689,153464,2
690,47033,8
691,201365,1
691,249388,2
692,159806,10
693,98137,5
694,230207,5
696,37154,2
696,52291,1
696,147258,8
697,19005,9
697,111395,4
698,8583,8
699,29997,8
699,175341,4
700,140789,4
702,79766,1
705,64391,4
712,236573,3
713,83073,10
713,163340,6
714,69021,2
714,150415,8
716,10552,1
716,60005,10
717,42674,3
717,53964,6
718,132584,7
718,243034,3
719,12641,9
719,82642,8
723,57238,2
724,237003,9
725,45905,10
726,216547,8
730,97957,8
730,228634,10
731,57974,7
733,73028,3
734,40643,5
734,217549,7
735,176659,3
739,117079,1
740,14558,4
741,123076,7
742,32938,3
746,44529,8
746,93373,2
746,124592,7
746,215221,7
747,44975,8
747,206734,5
748,197402,4
748,210965,1
749,59216,1
749,152599,9
750,9383,7
750,135769,2
750,141254,1
750,194121,9
750,239461,1
751,93474,1
751,110742,10
751,213887,6
753,138133,1
753,228294,6
754,91584,2
754,140893,10
754,173928,8
754,182048,3
757,88069,1
758,50192,2
759,13789,4
760,214690,2
761,183764,3
762,199284,5
762,246148,1
763,147268,5
763,167734,5
764,246818,4
765,14914,4
767,37827,6
767,246377,4
768,46460,10
768,241585,3
769,175473,6
770,243367,3
770,245257,7
771,172740,9
773,926,10
773,97328,2
774,96785,7
774,135086,5
775,100548,3
776,172589,1
777,203920,2
777,243597,6
778,1498,5
779,139513,10
779,169869,9
780,140876,9
780,201990,8
781,18584,2
781,154580,6
783,131861,2
783,190676,3
784,158557,6
785,66735,1
785,70794,1
786,219196,7
787,165731,8
789,18890,7
789,62173,2
789,90472,5
793,206124,1
794,7904,2
794,110758,6
795,112585,6
796,171880,4
796,247079,3
798,155737,5
798,247744,4
801,45941,8
801,145669,4
801,171992,5
802,44082,7
806,196218,9
808,9270,10
809,41359,7
810,43553,9
810,72031,7
810,182620,3
810,229879,6
811,109180,3
812,196635,4
813,88741,2
814,64697,5
814,134428,4
816,107641,10
817,165113,4
817,238331,9
819,118743,8
820,22987,7
820,224444,10
821,208435,1
824,39719,9
824,114998,8
827,149750,6
827,222244,1
831,188280,3
832,16215,10
834,182843,1
834,212428,9
835,21741,5
836,198720,5
837,190862,2
838,243371,1
839,3557,4
839,172717,10
839,226938,10
840,163998,4
841,235372,2
843,8740,3
844,18714,6
844,228500,2
845,90074,3
846,62175,9
847,210061,3
849,31249,10
849,66669,3
849,86904,9
850,36017,6
850,55265,5
852,207136,5
853,146688,9
854,34317,9
856,78246,10
857,171026,2
857,191444,6
858,70045,2
858,124035,9
860,6719,6
861,25040,5
861,237083,5
862,149802,5
863,243486,1
864,9471,1
864,202853,7
865,238205,3
866,148012,3
866,184043,9
866,223117,8
867,5513,9
867,51292,10
868,27582,10
868,160296,7
868,195190,4
869,94856,2
869,162499,3
870,10383,8
872,113550,3
872,157251,8
872,197479,1
873,97503,2
874,92591,10
874,156680,5
876,53355,9
876,112948,6
876,165038,10
877,120753,8
877,198140,3
878,105319,2
881,133662,3
881,181666,3
881,246183,1
882,15186,8
882,23605,2
885,210656,1
886,49123,10
886,54703,4
886,148473,9
886,245265,2
887,54289,2
887,122317,3
887,148552,7
889,114894,6
891,113609,9
891,137264,1
891,192317,7
892,215221,9
892,226282,2
895,122910,10
895,165783,9
896,1746,7
898,10662,3
898,93283,2
899,245945,6
903,195167,1
905,141073,9
906,10518,8
908,81240,1
908,225490,7
910,211798,6
912,132893,2
913,228294,7
914,158623,9
915,244761,9
916,171875,9
917,161922,5
917,217396,6
919,135903,7
919,139592,8
922,60365,8
922,245701,9
923,57163,8
923,61289,8
924,75595,3
925,43090,9
925,131816,7
925,154051,10
926,63195,5
926,86398,10
927,204161,1
927,231730,1
929,112535,7
929,219201,1
930,87190,8
930,159539,8
932,67560,10
933,76892,5
935,121456,4
936,135064,3
937,64641,1
937,100565,6
937,126084,5
938,228256,2
939,179578,4
940,145518,6
940,213900,6
941,91003,3
942,62160,7
942,89265,8
943,14731,3
943,170571,7
945,205063,5
946,53530,3
947,122816,2
948,207337,2
949,21294,3
949,197820,3
951,137890,1
952,194839,10
954,218949,10
956,113100,2
956,126017,10
956,177985,8
959,124181,4
960,118624,2
960,177039,8
962,226855,7
963,165770,10
965,226770,10
966,58665,6
967,100366,3
967,181606,9
968,114037,1
969,97472,3
969,117101,7
970,131437,10
972,59443,4
973,120873,2
974,4355,10
974,154824,9
974,173308,10
976,245336,6
978,192899,3
979,134184,1
982,201684,6
982,205302,9
982,247086,4
984,119256,5
985,76495,9
985,249556,9
987,14307,3
988,162155,8
991,21207,9
993,171660,5
994,194389,8
995,93304,6
995,117006,9
995,132097,1
995,154268,6
997,156816,2
997,196816,7
997,221035,2
998,94074,2
998,97445,7
1000,120313,5
1003,110108,1
1003,155977,5
1003,159919,7
1005,84849,10
1006,235778,3
1007,115238,2
1007,172755,5
1007,190088,9
1009,93266,3
1011,241143,2
1013,93357,5
1016,83255,9
1018,146499,2
1018,201973,9
1019,133912,4
1021,37574,7
1021,248985,8
1022,153832,8
1023,43248,10
1023,55274,3
1023,171308,7
1027,89313,7
1027,219469,1
1030,157273,6
1031,15397,3
1031,82624,9
1031,218095,5
1031,229523,1
1032,85606,6
1032,96085,5
1032,184448,1
1033,135077,5
1033,195522,5
1034,55750,3
1036,20739,6
1036,164513,7
1036,226690,1
1039,220819,7
1041,175139,4
1044,26736,4
1044,87556,5
1045,53747,9
1045,84017,8
1048,4112,2
1048,18548,2
1048,94556,10
1050,172705,4
1052,191158,5
1053,44610,5
1055,55867,8
1056,110246,1
1058,42868,7
1058,145536,8
1059,86619,1
1059,192780,10
1059,199242,7
1060,162313,2
1061,218585,2
1063,33489,5
1065,205376,6
1067,160503,7
1069,80162,7
1070,107719,1
1070,119121,3
1071,217838,10
1073,112174,4
1074,42292,5
1074,52106,6
1075,24006,7
1075,43099,8
1075,117753,4
1075,135066,3
1079,162042,1
1080,151548,3
1081,47642,1
1082,133377,2
1082,234919,5
1085,2054,6
1086,46565,10
1086,75749,3
1087,110379,7
1088,224156,4
1090,221584,8
1091,220483,3
1092,40589,2
1093,4255,5
1093,107240,10
1094,90919,7
1095,225430,8
1096,15650,1
1096,76412,3
1096,198866,7
1097,116716,4
1097,171244,10
1098,204661,4
1099,42348,8
1099,100950,3
1100,91931,5
1102,747,10
1102,18974,5
1104,105713,10
1105,103872,1
1106,104780,6
1107,13906,7
1108,125011,5
1109,69185,10
1110,147868,1
1110,183289,7
1110,227309,6
1114,10019,1
1115,152631,8
1116,147247,1
1117,210311,1
1118,163375,3
1119,91740,3
1119,244619,5
1120,96676,8
1120,186784,8
1123,96289,9
1123,106986,10
1123,206691,8
1124,57278,7
1126,39395,4
1131,70203,8
1131,97318,3
1131,187646,1
1132,70648,6
1132,92882,4
1134,186762,2
1134,208382,8
1138,128357,4
1141,145323,10
1142,236950,1
1143,58449,3
1143,232072,4
1144,53208,6
1144,85442,9
1144,126128,2
1146,35741,6
1146,109048,4
1148,6455,7
1148,87891,1
1150,8054,10
1150,43861,7
1153,14907,1
1153,88593,3
1153,103192,4
1153,241559,7
1155,150275,5
1155,219225,4
1156,155370,10
1157,128708,4
1158,147767,8
1158,225868,5
1159,172994,9
1160,155333,1
1160,156956,5
1160,189121,6
1164,194988,1
1165,94696,7
1165,171902,9
1165,187162,4
1167,150613,8
1167,158989,7
1167,165892,2
1170,174059,2
1171,61069,9
1172,189199,8
1174,8727,4
1174,20822,6
1174,121297,1
1175,248202,2
1176,55269,1
1176,190723,4
1176,237636,10
1177,220700,10
1178,99631,9
1178,124054,1
1179,93852,1
1180,116237,8
1181,4078,5
1182,206669,10
1184,11966,10
1184,242969,9
1185,13644,2
1186,236892,5
1189,232108,1
1189,240089,6
1191,117296,6
1193,29179,3
1194,29397,5
1194,189628,7
1196,37577,10
1196,149547,8
1196,209102,6
1200,50394,5
1202,50280,1
1202,117056,10
1202,238106,4
1205,99200,4
1207,110616,3
1207,133434,3
1208,3921,8
1210,187505,6
1210,222611,7
1211,64819,3
1213,46286,7
1213,97832,8
1213,169802,3
1214,29943,10
1214,203391,6
1215,82774,5
1215,146460,3
1216,122299,7
1216,160893,8
1217,193237,9
1218,24303,1
1218,134560,10
1220,21048,4
1221,10955,1
1222,132531,7
1223,157554,1
1226,30069,10
1226,104001,7
1229,134631,1
1229,183947,3
1231,196255,2
1232,9983,3
1232,101607,7
1232,137386,8
1232,167413,7
1232,216619,4
1233,238849,4
1237,92226,7
1237,216190,10
1238,144421,1
1240,50226,4
1240,231743,3
1242,8259,10
1242,145971,10
1243,78742,4
1243,81193,4
1245,7593,9
1246,91483,10
1247,6152,1
1247,53397,3
1247,216386,10
1250,139767,5
1250,145810,5
1251,7392,9
1251,195398,10
1252,11526,1
1255,195613,8
1256,50711,3
1257,15312,4
1257,218952,7
1257,239338,4
1258,128963,4
1259,6697,2
1259,8133,3
1259,88058,10
1259,112400,5
1260,188523,6
1261,84857,10
1261,116340,5
1261,207834,9
1263,7099,4
1263,74646,6
1264,79620,6
1264,121608,5
1265,59100,1
1265,81513,6
1267,52001,6
1268,33235,8
1270,178109,2
1271,57237,4
1272,147234,6
1274,124985,1
1277,28174,2
1277,111585,9
1278,49982,9
1279,166101,1
1280,5747,3
1280,211303,3
1280,224778,8
1282,5418,5
1282,11989,3
1284,8969,4
1287,248514,8
1288,76771,1
1288,125011,9
1289,53409,6
1289,218931,10
1290,55555,3
1290,189758,10
1294,64518,6
1295,62926,8
1295,199088,2
1295,224898,2
1296,47423,6
1296,206086,7
1297,133705,10
1297,243329,6
1299,12182,8
1299,109302,8
1299,164112,3
1301,58389,3
1303,6892,1
1303,52338,4
1303,134460,3
1304,25447,7
1304,176004,7
1304,233009,10
1309,81259,9
1309,190452,9
1311,50634,8
1311,94154,7
1312,33476,3
1312,151245,3
1313,18506,4
1314,15767,9
1314,20866,7
1318,136980,9
1319,30073,1
1320,233025,5
1321,10116,6
1321,55677,6
1322,116463,10
1323,49560,9
1324,103020,4
1326,43683,7
1327,107786,5
1328,116284,5
1328,154635,2
1328,162907,6
1330,150756,5
1332,16912,1
1332,145553,6
1333,44164,6
1334,240965,2
1337,145252,9
1338,59566,3
1339,4027,1
1343,230218,3
1346,118744,3
1347,178326,6
1349,47817,1
1349,153350,2
1351,29306,5
1351,95291,1
1353,191536,10
1355,42409,10
1356,111753,4
1356,122550,6
1356,166940,4
1358,112173,5
1359,96997,4
1360,37324,9
1360,64676,4
1360,224816,6
1364,143836,10
1364,238351,10
1365,224599,10
1368,240573,2
1370,21050,9
1370,150089,7
1372,64898,1
1373,32607,1
1373,99332,7
1373,237217,1
1374,249841,3
1375,102264,2
1376,57009,3
1377,5536,9
1379,71761,5
1379,242645,1
1380,81400,10
1380,104631,2
1381,153702,8
1381,239761,2
1385,104615,2
1386,69973,6
1387,117988,10
1389,17895,9
1389,232723,6
1390,214650,7
1390,223762,4
1391,3125,8
1392,17936,9
1392,76559,10
1392,218589,3
1395,86834,4
1396,143111,9
1396,174977,9
1397,62663,9
1398,153954,4
1401,1227,8
1404,40029,4
1404,194304,2
1405,25708,10
1405,154276,1
1405,234792,7
1407,198396,10
1408,40409,8
1412,123962,2
1412,226674,1
1412,229693,5
1414,57678,5
1414,165334,5
1415,229603,8
1416,212974,5
1418,33565,10
1419,56049,4
1419,162314,6
1420,39726,3
1420,199779,7
1421,6667,2
1422,87980,1
1422,174349,4
1424,238967,2
1425,212069,5
1426,205295,4
1426,235469,2
1427,223609,6
1429,152920,1
1429,157382,10
1432,6059,10
1432,198286,7
1433,122388,9
1434,21306,6
1435,91350,6
1435,150649,6
1436,125404,3
1439,20975,5
1440,64801,1
1440,127653,8
1441,11897,9
1442,192480,8
1446,226534,4
1450,219158,7
1451,169846,9
1452,756,1
1454,33783,10
1456,52914,1
1456,81132,8
1457,62890,5
1457,108749,1
1459,18841,6
1460,179934,5
1462,175951,8
1462,235588,1
1463,45628,1
1463,106537,2
1463,162083,8
1465,35996,4
1466,97336,8
1467,208566,4
1468,9963,6
1469,25046,1
1472,49615,7
1472,104032,1
1472,162007,9
1474,57645,9
1474,180405,1
1476,195423,5
1477,41079,5
1477,95767,10
1480,157892,10
1481,197495,1
1484,3699,9
1487,28208,4
1487,194451,1
1489,204502,5
1490,94039,1
1491,23383,6
1491,85321,1
1491,195798,2
1494,173586,10
1495,18989,8
1496,182030,2
1497,10011,9
1497,43846,7
1499,7160,2
1503,104115,1
1504,163678,2
1505,205076,8
1506,108950,4
1506,242234,4
1509,74815,10
1510,150197,4
1511,29351,7
1513,86425,6
1516,15534,10
1516,166894,10
1516,202044,8
1516,211964,7
1517,148659,6
1517,179333,9
1518,105560,2
1519,249603,4
1521,244097,10
1522,134113,7
1522,220277,5
1523,143289,8
1523,196848,5
1524,33616,10
1524,139812,3
1524,222787,7
1526,79623,9
1527,197881,10
1528,129014,3
1528,167502,1
1530,170903,3
1533,230493,8
1535,148740,5
1539,44971,2
1541,10900,6
1546,190773,7
1547,57303,4
1547,123269,5
1548,72187,3
1549,173499,7
1550,224151,10
1551,154063,4
1551,175374,5
1551,186752,9
1552,41124,7
1555,52413,7
1557,152947,10
1558,105288,4
1561,16199,3
1562,11559,4
1562,110125,1
1563,206555,3
1564,14080,10
1564,207560,10
1565,44194,6
1566,98105,7
1567,194255,3
1570,208962,5
1571,97611,5
1571,203541,3
1572,179598,4
1575,60096,1
1577,13423,10
1577,208231,3
1579,201675,6
1580,101328,10
1581,15207,10
1584,114617,6
1584,168675,1
1585,83084,2
1586,138982,5
1587,14890,3
1589,126865,8
1591,42929,2
1591,121145,6
1594,134945,7
1594,166358,1
1595,248474,5
1596,140594,1
1596,155051,2
1597,106537,7
1597,110677,6
1597,181328,1
1598,211567,8
1598,216245,9
1598,220207,10
1602,69001,2
1603,164919,9
1604,200500,1
1604,236190,3
1607,91463,1
1611,13582,7
1611,67834,3
1612,19863,1
1613,233099,5
1614,149747,3
1619,52985,10
1622,236101,7
1624,183286,10
1624,192710,7
1625,134315,6
1625,245696,7
1626,12775,6
1626,180399,3
1627,203527,9
1630,4392,10
1631,129741,2
1631,193103,6
1632,129280,3
1633,20678,6
1634,57823,8
1637,150159,7
1637,167603,3
1637,234139,8
1638,2066,4
1638,57356,5
1639,86456,6
1639,215473,1
1639,243401,3
1640,94202,8
1643,29686,3
1644,39049,1
1644,65490,10
1644,94532,7
1644,139118,2
1644,220796,9
1645,249848,5
1646,33849,1
1648,5134,4
1650,90671,4
1650,111332,4
1652,63971,2
1653,221670,8
1653,237343,7
1654,21535,9
1655,226378,6
1656,11583,1
1657,79673,3
1657,144063,3
1658,2454,7
1658,62236,10
1658,159182,8
1658,222926,2
1659,48834,9
1659,60862,4
1660,156670,7
1661,10165,7
1661,89586,2
1664,247038,10
1666,19700,3
1667,71308,2
1667,75749,1
1667,192569,7
1668,98677,2
1669,24549,9
1670,88332,6
1670,166072,5
1671,152658,4
1672,13442,10
1673,45667,7
1673,163721,7
1674,3659,3
1675,4608,9
1675,123265,8
1677,31142,8
1678,31943,10
1678,232746,1
1680,63710,4
1680,84109,1
1680,165898,7
1682,104820,6
1683,85899,10
1684,45294,4
1686,199042,6
1687,156755,5
1687,245317,7
1688,42534,8
1689,83186,8
1690,233194,1
1695,28076,1
1695,86904,10
1695,219738,1
1697,36585,8
1698,169164,6
1699,20730,10
1699,184982,2
1700,110414,9
1700,166729,2
1701,41154,10
1701,46159,10
1702,67614,3
1702,168504,2
1706,95515,1
1709,84836,2
1709,122746,1
1710,70496,1
1710,165670,10
1710,245319,2
1710,245716,3
1713,215513,9
1713,230254,6
1715,211262,3
1716,216409,4
1717,147205,2
1717,203924,4
1720,32406,10
1720,191419,5
1721,33904,1
1721,54152,3
1721,62185,1
1722,71286,3
1722,94867,4
1722,97106,8
1723,140653,8
1725,188953,7
1726,190643,5
1727,184096,5
1728,45490,4
1728,158601,8
1729,128115,2
1730,13632,9
1730,61554,2
1731,221948,1
1732,83520,8
1734,24213,1
1735,9619,5
1737,187073,5
1738,63073,10
1738,171774,2
1738,227759,8
1739,73117,9
1739,143473,10
1739,191157,5
1739,244358,4
1739,244738,5
1742,98974,4
1742,117052,4
1742,123063,9
1743,247864,7
1744,142069,4
1745,137981,6
1746,76007,3
1746,201519,2
1747,144972,1
1747,236406,2
1748,83282,10
1748,118154,2
1748,120869,5
1748,247989,8
1750,35878,7
1751,49825,9
1751,230013,7
1752,23635,3
1753,103006,5
1755,8513,10
1755,23505,5
1756,122752,8
1758,32015,10
1759,70231,6
1759,100920,4
1760,46530,10
1760,201828,10
1761,64691,4
1761,88567,5
1761,234212,1
1763,171680,8
1767,29957,1
1772,168785,6
1773,7272,1
1773,91735,6
1773,154137,3
1773,171024,9
1775,67701,2
1778,214694,5
1779,142145,1
1779,151497,10
1782,39483,7
1782,64845,7
1783,53183,3
1783,60325,4
1785,110084,8
1786,37871,8
1787,211350,5
1790,248519,4
1794,203125,2
1795,12855,2
1795,52106,9
1796,230015,5
1797,46064,2
1797,59588,3
1797,208882,6
1798,49856,3
1799,5132,9
1799,158493,5
1801,176402,9
1801,178895,1
1802,6062,1
1805,138735,10
1806,52907,10
1809,62457,6
1810,15683,2
1811,112473,8
1811,153290,7
1812,47862,1
1814,7868,6
1814,114823,2
1817,126870,7
1817,172847,8
1817,192631,5
1819,122287,2
1820,139496,7
1822,248694,2
1825,68747,6
1826,64157,1
1827,18222,3
1827,43448,2
1827,95723,5
1827,231619,5
1828,89941,8
1829,17310,2
1829,115199,4
1829,247385,2
1830,82673,10
1830,187673,4
1835,18183,7
1835,111436,7
1836,92948,1
1836,120343,2
1838,123594,10
1840,145166,1
1842,119932,3
1844,105238,2
1845,121229,10
1845,192284,9
1845,246478,9
1847,81803,6
1849,139209,8
1850,13084,1
1850,222469,10
1851,189763,5
1853,120474,4
1854,109739,6
1855,10865,6
1856,122196,1
1858,55444,4
1859,55162,5
1861,67831,6
1861,70124,10
1862,173255,5
1865,153026,1
1865,169307,8
1867,71355,1
1867,112514,10
